Time(s), Pan(degree), Tilt(degree), Ultrasonic(mm), ToF(mm)
1881.98,102.0,46.0,692.86,1503.0
1882.19,103.0,46.0,696.63,1500.0
1882.4,104.0,46.0,692.69,1514.0
1882.61,105.0,46.0,692.86,1508.0
1882.82,106.0,46.0,701.09,1507.0
1883.02,107.0,46.0,696.8,1509.0
1883.23,108.0,46.0,697.15,1520.0
1883.44,109.0,46.0,684.28,1519.0
1883.65,110.0,46.0,688.74,1528.0
1883.85,111.0,46.0,688.74,1530.0
1884.06,112.0,46.0,694.57,1527.0
1884.27,113.0,46.0,692.86,1534.0
1884.48,114.0,46.0,682.57,1532.0
1884.69,115.0,46.0,696.98,1541.0
1884.9,116.0,46.0,-10.0,1548.0
1885.23,117.0,46.0,718.58,1549.0
1885.44,118.0,46.0,691.49,1550.0
1885.65,119.0,46.0,705.89,1553.0
1885.86,120.0,46.0,703.66,1544.0
1886.07,121.0,46.0,710.7,1552.0
1886.28,122.0,46.0,698.01,1555.0
1886.48,123.0,46.0,713.27,1562.0
1886.69,124.0,46.0,702.64,1564.0
1886.9,125.0,46.0,707.61,1563.0
1887.11,126.0,46.0,719.61,1571.0
1887.31,127.0,46.0,2849.64,1567.0
1887.54,128.0,46.0,1354.16,1576.0
1887.75,129.0,46.0,707.27,1576.0
1887.95,130.0,46.0,1351.08,1578.0
1888.17,131.0,46.0,1343.7,1575.0
1888.38,132.0,46.0,687.54,1581.0
1888.59,133.0,46.0,1369.77,1583.0
1888.8,134.0,46.0,2861.31,1582.0
1889.02,135.0,46.0,1334.96,1589.0
1889.23,136.0,46.0,1347.99,1584.0
1889.44,137.0,46.0,1367.71,1584.0
1889.66,138.0,46.0,1355.36,1588.0
1889.87,139.0,46.0,704.35,1590.0
1890.07,140.0,46.0,1345.07,1591.0
1890.29,141.0,46.0,-10.0,1592.0
1890.54,142.0,46.0,1361.88,1598.0
1890.75,143.0,46.0,-10.0,1589.0
1891.09,144.0,46.0,1348.16,1598.0
1891.3,145.0,46.0,1339.59,1592.0
1891.51,146.0,46.0,1352.45,1592.0
1891.73,147.0,46.0,707.95,1593.0
1891.93,148.0,46.0,1348.16,1590.0
1892.15,149.0,46.0,-10.0,1595.0
1892.4,150.0,46.0,1369.77,1591.0
1892.61,151.0,46.0,-10.0,1589.0
1892.86,152.0,46.0,1341.82,1599.0
1893.07,153.0,46.0,-10.0,1590.0
1893.41,154.0,46.0,-10.0,1597.0
1893.76,155.0,46.0,1358.97,1596.0
1893.97,156.0,46.0,1348.16,1597.0
1894.18,157.0,46.0,1365.48,1596.0
1894.39,158.0,46.0,1352.62,1598.0
1894.6,159.0,46.0,1352.45,1599.0
1894.81,160.0,46.0,1348.16,1597.0
1895.03,161.0,46.0,1348.16,1595.0
1895.24,162.0,46.0,1346.45,1597.0
1895.45,163.0,46.0,1348.16,1596.0
1895.66,164.0,46.0,1353.65,1603.0
1895.87,165.0,46.0,1353.48,1596.0
1896.09,166.0,46.0,1345.76,1596.0
1896.3,167.0,46.0,1345.76,1599.0
1896.51,168.0,46.0,1352.45,1602.0
1896.72,169.0,46.0,1344.05,1598.0
1896.93,170.0,46.0,1352.28,1598.0
1897.15,171.0,46.0,1346.62,1603.0
1897.36,172.0,46.0,-10.0,1602.0
1897.69,173.0,46.0,-10.0,1601.0
1898.03,174.0,46.0,1357.42,1599.0
1898.25,175.0,46.0,1350.73,1601.0
1898.46,176.0,46.0,1350.22,1603.0
1898.67,177.0,46.0,1361.37,1603.0
1898.88,178.0,46.0,1348.5,1603.0
1899.09,179.0,46.0,1357.08,1603.0
1899.3,180.0,46.0,1344.05,1603.0
1899.52,181.0,47.0,1356.91,1601.0
1899.73,180.0,47.0,1358.62,1599.0
1899.94,179.0,47.0,1351.59,1596.0
1900.15,178.0,47.0,1353.65,1594.0
1900.36,177.0,47.0,1347.99,1595.0
1900.57,176.0,47.0,1361.02,1597.0
1900.79,175.0,47.0,1358.45,1593.0
1901.0,174.0,47.0,1359.14,1592.0
1901.21,173.0,47.0,1356.05,1594.0
1901.42,172.0,47.0,1343.53,1594.0
1901.64,171.0,47.0,-10.0,1589.0
1901.97,170.0,47.0,1370.8,1592.0
1902.18,169.0,47.0,1353.48,1594.0
1902.4,168.0,47.0,1348.85,1591.0
1902.61,167.0,47.0,1344.9,1589.0
1902.82,166.0,47.0,1354.34,1588.0
1903.03,165.0,47.0,1399.1,1593.0
1903.24,164.0,47.0,1352.28,1593.0
1903.46,163.0,47.0,1360.85,1590.0
1903.67,162.0,47.0,1349.53,1589.0
1903.88,161.0,47.0,1341.64,1592.0
1904.09,160.0,47.0,1356.05,1591.0
1904.3,159.0,47.0,1343.36,1588.0
1904.52,158.0,47.0,-10.0,1588.0
1904.85,157.0,47.0,1352.45,1590.0
1905.06,156.0,47.0,1339.07,1591.0
1905.28,155.0,47.0,1356.74,1591.0
1905.49,154.0,47.0,1335.98,1589.0
1905.7,153.0,47.0,1367.71,1592.0
1905.91,152.0,47.0,-10.0,1584.0
1906.25,151.0,47.0,1357.77,1587.0
1906.46,150.0,47.0,1340.27,1592.0
1906.67,149.0,47.0,1352.28,1584.0
1906.89,148.0,47.0,1341.3,1588.0
1907.1,147.0,47.0,1344.73,1591.0
1907.31,146.0,47.0,-10.0,1585.0
1907.65,145.0,47.0,1354.16,1586.0
1907.86,144.0,47.0,1342.84,1587.0
1908.07,143.0,47.0,1344.39,1586.0
1908.28,142.0,47.0,1334.44,1586.0
1908.5,141.0,47.0,1347.82,1588.0
1908.71,140.0,47.0,1354.85,1586.0
1908.92,139.0,47.0,1345.25,1585.0
1909.13,138.0,47.0,1347.65,1587.0
1909.34,137.0,47.0,1352.11,1582.0
1909.56,136.0,47.0,1356.39,1581.0
1909.77,135.0,47.0,1346.79,1582.0
1909.98,134.0,47.0,1355.02,1581.0
1910.19,133.0,47.0,-10.0,1581.0
1910.53,132.0,47.0,1356.74,1577.0
1910.74,131.0,47.0,1354.68,1572.0
1910.95,130.0,47.0,1351.93,1570.0
1911.16,129.0,47.0,678.97,1570.0
1911.37,128.0,47.0,715.5,1568.0
1911.58,127.0,47.0,715.5,1564.0
1911.79,126.0,47.0,716.01,1564.0
1912.0,125.0,47.0,723.56,1555.0
1912.2,124.0,47.0,708.81,1568.0
1912.41,123.0,47.0,710.7,1551.0
1912.62,122.0,47.0,706.41,1556.0
1912.83,121.0,47.0,707.95,1550.0
1913.04,120.0,47.0,706.07,1553.0
1913.25,119.0,47.0,705.72,1549.0
1913.45,118.0,47.0,710.35,1549.0
1913.66,117.0,47.0,701.44,1549.0
1913.87,116.0,47.0,690.29,1545.0
1914.08,115.0,47.0,701.26,1543.0
1914.29,114.0,47.0,2848.27,1539.0
1914.51,113.0,47.0,684.28,1530.0
1914.71,112.0,47.0,692.69,1529.0
1914.92,111.0,47.0,688.74,1535.0
1915.13,110.0,47.0,705.38,1527.0
1915.34,109.0,47.0,692.69,1523.0
1915.55,108.0,47.0,679.65,1517.0
1915.75,107.0,47.0,688.57,1518.0
1915.96,106.0,47.0,2856.85,1516.0
1916.18,105.0,47.0,692.69,1513.0
1916.39,104.0,47.0,688.23,1506.0
1916.6,103.0,47.0,688.23,1507.0
1916.81,102.0,47.0,684.11,1500.0
1917.02,101.0,47.0,705.38,1503.0
1917.22,100.0,47.0,701.09,1507.0
1917.43,99.0,47.0,704.18,1508.0
1917.64,98.0,47.0,1366.17,1502.0
1917.85,97.0,47.0,692.86,1501.0
1918.06,96.0,47.0,692.69,1507.0
1918.27,95.0,47.0,686.34,1502.0
1918.47,94.0,47.0,2858.05,1514.0
1918.69,93.0,47.0,701.61,1505.0
1918.9,92.0,47.0,709.84,1507.0
1919.11,91.0,47.0,693.2,1508.0
1919.32,90.0,47.0,697.49,1508.0
1919.53,89.0,47.0,693.2,1506.0
1919.73,88.0,47.0,713.27,1505.0
1919.94,87.0,47.0,727.16,1503.0
1920.15,86.0,47.0,1349.88,1504.0
1920.36,85.0,47.0,719.1,1510.0
1920.57,84.0,47.0,712.58,1506.0
1920.78,83.0,47.0,1343.19,1508.0
1920.99,82.0,47.0,1340.96,1501.0
1921.2,81.0,47.0,1347.13,1503.0
1921.41,80.0,47.0,1348.85,1509.0
1921.63,79.0,47.0,1339.24,1507.0
1921.84,78.0,47.0,1343.53,1512.0
1922.05,77.0,47.0,721.33,1511.0
1922.26,76.0,47.0,1365.31,1524.0
1922.47,75.0,47.0,-10.0,1513.0
1922.72,74.0,47.0,1345.07,1525.0
1922.93,73.0,47.0,2851.7,1529.0
1923.15,72.0,47.0,1347.99,1532.0
1923.36,71.0,47.0,1334.96,1529.0
1923.58,70.0,47.0,1356.39,1536.0
1923.79,69.0,47.0,1339.24,1540.0
1924.0,68.0,47.0,838.46,1543.0
1924.21,67.0,47.0,1341.99,1549.0
1924.42,66.0,47.0,2835.92,1551.0
1924.64,65.0,47.0,1355.19,1552.0
1924.85,64.0,47.0,1349.02,1551.0
1925.06,63.0,47.0,1339.24,1550.0
1925.28,62.0,47.0,1343.53,1562.0
1925.49,61.0,47.0,1338.39,1556.0
1925.7,60.0,47.0,1347.82,1558.0
1925.91,59.0,47.0,2849.82,1561.0
1926.13,58.0,47.0,1347.99,1562.0
1926.34,57.0,47.0,1347.99,1567.0
1926.56,56.0,47.0,1344.56,1569.0
1926.77,55.0,47.0,1336.16,1576.0
1926.98,54.0,47.0,688.92,1570.0
1927.19,53.0,47.0,1352.45,1571.0
1927.4,52.0,47.0,2840.38,1574.0
1927.62,51.0,47.0,1349.02,1578.0
1927.83,50.0,47.0,1344.9,1583.0
1928.04,49.0,47.0,1343.7,1583.0
1928.26,48.0,47.0,1348.16,1583.0
1928.47,47.0,47.0,684.63,1590.0
1928.68,46.0,47.0,1356.91,1594.0
1928.89,45.0,47.0,2836.95,1589.0
1929.11,44.0,47.0,1334.96,1594.0
1929.32,43.0,47.0,1356.74,1602.0
1929.53,42.0,47.0,1345.59,1596.0
1929.74,41.0,47.0,1338.73,1598.0
1929.95,40.0,47.0,701.61,1603.0
1930.16,39.0,47.0,1356.05,1602.0
1930.38,38.0,47.0,2839.35,1603.0
1930.59,37.0,47.0,1357.08,1599.0
1930.81,36.0,47.0,1339.59,1607.0
1931.02,35.0,47.0,1353.65,1603.0
1931.23,34.0,47.0,1337.53,1603.0
1931.44,33.0,47.0,717.9,1605.0
1931.65,32.0,47.0,1341.99,1607.0
1931.86,31.0,47.0,3200.36,1603.0
1932.08,30.0,47.0,1349.19,1607.0
1932.3,29.0,47.0,1349.36,1608.0
1932.51,28.0,47.0,1339.59,1608.0
1932.72,27.0,47.0,1343.87,1608.0
1932.93,26.0,47.0,1345.25,1603.0
1933.14,25.0,47.0,1359.31,1600.0
1933.36,24.0,47.0,1378.52,1599.0
1933.57,23.0,47.0,1343.87,1595.0
1933.78,22.0,47.0,1349.19,1602.0
1933.99,21.0,47.0,1349.88,1591.0
1934.2,20.0,47.0,1345.59,1603.0
1934.42,19.0,47.0,1356.39,1591.0
1934.63,18.0,47.0,1335.3,1592.0
1934.84,17.0,47.0,1729.75,1591.0
1935.05,16.0,47.0,1348.16,1589.0
1935.26,15.0,47.0,1351.59,1591.0
1935.48,14.0,47.0,1349.19,1585.0
1935.69,13.0,47.0,1339.59,1581.0
1935.9,12.0,47.0,1348.33,1591.0
1936.11,11.0,47.0,1345.59,1587.0
1936.32,10.0,47.0,1345.76,1590.0
1936.54,9.0,47.0,1344.9,1582.0
1936.75,8.0,47.0,1343.87,1580.0
1936.96,7.0,47.0,1352.62,1585.0
1937.17,6.0,47.0,1339.76,1582.0
1937.38,5.0,47.0,1352.62,1585.0
1937.59,4.0,47.0,1349.36,1586.0
1937.81,3.0,47.0,1352.62,1574.0
1938.02,2.0,47.0,1343.87,1581.0
1938.23,1.0,47.0,1343.53,1580.0
1938.44,0.0,47.0,1345.07,1577.0
1938.65,-1.0,48.0,1719.46,1570.0
1938.87,0.0,48.0,1339.93,1564.0
1939.08,1.0,48.0,1343.02,1572.0
1939.29,2.0,48.0,1334.27,1571.0
1939.5,3.0,48.0,1348.5,1567.0
1939.71,4.0,48.0,1348.68,1571.0
1939.93,5.0,48.0,1336.84,1569.0
1940.14,6.0,48.0,1364.63,1566.0
1940.35,7.0,48.0,1334.27,1574.0
1940.56,8.0,48.0,1348.33,1573.0
1940.77,9.0,48.0,1341.13,1574.0
1940.98,10.0,48.0,1353.82,1574.0
1941.2,11.0,48.0,1342.67,1577.0
1941.41,12.0,48.0,1338.21,1572.0
1941.62,13.0,48.0,1344.05,1579.0
1941.83,14.0,48.0,1335.3,1577.0
1942.04,15.0,48.0,1346.62,1578.0
1942.26,16.0,48.0,1347.3,1577.0
1942.47,17.0,48.0,1707.97,1577.0
1942.68,18.0,48.0,1351.93,1577.0
1942.89,19.0,48.0,1337.7,1580.0
1943.1,20.0,48.0,1342.67,1576.0
1943.32,21.0,48.0,1351.59,1578.0
1943.53,22.0,48.0,1338.39,1582.0
1943.74,23.0,48.0,1342.67,1584.0
1943.95,24.0,48.0,1335.13,1577.0
1944.16,25.0,48.0,1347.13,1587.0
1944.38,26.0,48.0,1342.5,1585.0
1944.59,27.0,48.0,1336.5,1583.0
1944.8,28.0,48.0,1342.84,1585.0
1945.01,29.0,48.0,1355.88,1581.0
1945.22,30.0,48.0,1348.5,1593.0
1945.43,31.0,48.0,1345.59,1582.0
1945.65,32.0,48.0,1344.73,1582.0
1945.86,33.0,48.0,1329.64,1582.0
1946.07,34.0,48.0,1351.59,1581.0
1946.28,35.0,48.0,2869.54,1576.0
1946.5,36.0,48.0,1342.84,1579.0
1946.71,37.0,48.0,1345.59,1575.0
1946.93,38.0,48.0,1346.96,1582.0
1947.14,39.0,48.0,1343.53,1584.0
1947.35,40.0,48.0,697.83,1580.0
1947.56,41.0,48.0,1352.62,1578.0
1947.77,42.0,48.0,2835.07,1577.0
1947.99,43.0,48.0,1338.39,1576.0
1948.2,44.0,48.0,1347.99,1576.0
1948.41,45.0,48.0,1333.58,1569.0
1948.62,46.0,48.0,1342.5,1574.0
1948.84,47.0,48.0,698.52,1568.0
1949.04,48.0,48.0,1342.5,1575.0
1949.26,49.0,48.0,3878.47,1563.0
1949.48,50.0,48.0,1342.33,1574.0
1949.69,51.0,48.0,1336.16,1566.0
1949.91,52.0,48.0,1348.85,1565.0
1950.12,53.0,48.0,1343.53,1556.0
1950.33,54.0,48.0,1338.9,1558.0
1950.54,55.0,48.0,1359.82,1560.0
1950.75,56.0,48.0,1343.02,1564.0
1950.96,57.0,48.0,1342.67,1553.0
1951.18,58.0,48.0,1342.5,1550.0
1951.39,59.0,48.0,1343.53,1549.0
1951.6,60.0,48.0,1356.74,1546.0
1951.81,61.0,48.0,902.95,1550.0
1952.02,62.0,48.0,1343.53,1541.0
1952.23,63.0,48.0,2877.26,1546.0
1952.45,64.0,48.0,1342.5,1539.0
1952.67,65.0,48.0,1342.5,1543.0
1952.88,66.0,48.0,1347.82,1541.0
1953.09,67.0,48.0,1356.56,1538.0
1953.3,68.0,48.0,1346.45,1533.0
1953.51,69.0,48.0,1338.04,1536.0
1953.72,70.0,48.0,2831.29,1527.0
1953.94,71.0,48.0,1342.5,1523.0
1954.16,72.0,48.0,1346.79,1528.0
1954.37,73.0,48.0,1340.62,1523.0
1954.58,74.0,48.0,1342.5,1523.0
1954.79,75.0,48.0,716.87,1515.0
1955.0,76.0,48.0,1342.33,1516.0
1955.21,77.0,48.0,2844.33,1514.0
1955.43,78.0,48.0,1342.67,1507.0
1955.64,79.0,48.0,1346.79,1508.0
1955.86,80.0,48.0,1345.25,1503.0
1956.07,81.0,48.0,1353.99,1511.0
1956.28,82.0,48.0,693.37,1500.0
1956.49,83.0,48.0,1344.56,1497.0
1956.7,84.0,48.0,718.76,1507.0
1956.91,85.0,48.0,1339.76,1501.0
1957.12,86.0,48.0,701.61,1506.0
1957.33,87.0,48.0,1348.33,1502.0
1957.54,88.0,48.0,2845.7,1505.0
1957.76,89.0,48.0,714.3,1508.0
1957.97,90.0,48.0,705.55,1500.0
1958.18,91.0,48.0,695.26,1499.0
1958.38,92.0,48.0,701.26,1507.0
1958.59,93.0,48.0,711.38,1502.0
1958.8,94.0,48.0,701.09,1500.0
1959.01,95.0,48.0,709.5,1504.0
1959.22,96.0,48.0,1357.77,1506.0
1959.43,97.0,48.0,696.8,1506.0
1959.64,98.0,48.0,683.6,1505.0
1959.84,99.0,48.0,692.17,1498.0
1960.05,100.0,48.0,2838.84,1512.0
1960.27,101.0,48.0,702.46,1506.0
1960.48,102.0,48.0,692.35,1503.0
1960.69,103.0,48.0,687.89,1508.0
1960.9,104.0,48.0,683.77,1508.0
1961.1,105.0,48.0,696.46,1508.0
1961.31,106.0,48.0,692.17,1516.0
1961.52,107.0,48.0,692.35,1509.0
1961.73,108.0,48.0,1364.11,1515.0
1961.94,109.0,48.0,692.35,1517.0
1962.15,110.0,48.0,692.35,1518.0
1962.35,111.0,48.0,684.63,1520.0
1962.56,112.0,48.0,2843.81,1527.0
1962.78,113.0,48.0,700.92,1521.0
1962.99,114.0,48.0,692.35,1528.0
1963.2,115.0,48.0,692.52,1526.0
1963.41,116.0,48.0,696.8,1534.0
1963.62,117.0,48.0,696.8,1537.0
1963.82,118.0,48.0,709.5,1539.0
1964.03,119.0,48.0,696.8,1540.0
1964.24,120.0,48.0,1351.25,1546.0
1964.45,121.0,48.0,701.78,1545.0
1964.66,122.0,48.0,701.61,1545.0
1964.87,123.0,48.0,714.47,1546.0
1965.08,124.0,48.0,1355.19,1550.0
1965.29,125.0,48.0,714.81,1551.0
1965.5,126.0,48.0,706.24,1549.0
1965.7,127.0,48.0,705.21,1550.0
1965.91,128.0,48.0,2848.27,1555.0
1966.13,129.0,48.0,1333.41,1553.0
1966.34,130.0,48.0,1355.19,1555.0
1966.56,131.0,48.0,1337.7,1562.0
1966.77,132.0,48.0,1347.48,1561.0
1966.98,133.0,48.0,720.13,1559.0
1967.19,134.0,48.0,1341.82,1559.0
1967.4,135.0,48.0,1374.06,1558.0
1967.61,136.0,48.0,1337.01,1559.0
1967.82,137.0,48.0,1342.84,1565.0
1968.04,138.0,48.0,1337.87,1563.0
1968.25,139.0,48.0,1342.16,1563.0
1968.46,140.0,48.0,1339.76,1562.0
1968.67,141.0,48.0,1339.59,1560.0
1968.88,142.0,48.0,-10.0,1561.0
1969.22,143.0,48.0,1355.54,1566.0
1969.43,144.0,48.0,1350.91,1566.0
1969.64,145.0,48.0,1355.36,1563.0
1969.86,146.0,48.0,1334.1,1567.0
1970.07,147.0,48.0,1347.99,1563.0
1970.28,148.0,48.0,-10.0,1562.0
1970.62,149.0,48.0,1349.36,1561.0
1970.83,150.0,48.0,1344.22,1567.0
1971.04,151.0,48.0,1346.62,1565.0
1971.25,152.0,48.0,1341.3,1568.0
1971.46,153.0,48.0,1346.28,1568.0
1971.68,154.0,48.0,-10.0,1567.0
1972.02,155.0,48.0,1363.94,1565.0
1972.23,156.0,48.0,1346.28,1565.0
1972.44,157.0,48.0,1344.73,1565.0
1972.65,158.0,48.0,1343.87,1568.0
1972.86,159.0,48.0,1346.62,1571.0
1973.07,160.0,48.0,1342.67,1568.0
1973.29,161.0,48.0,1350.91,1572.0
1973.5,162.0,48.0,1341.64,1575.0
1973.71,163.0,48.0,1345.42,1568.0
1973.92,164.0,48.0,1351.08,1571.0
1974.13,165.0,48.0,1345.93,1565.0
1974.35,166.0,48.0,1359.82,1565.0
1974.56,167.0,48.0,-10.0,1572.0
1974.9,168.0,48.0,1342.67,1572.0
1975.11,169.0,48.0,1346.62,1570.0
1975.32,170.0,48.0,1340.44,1567.0
1975.53,171.0,48.0,1348.68,1572.0
1975.74,172.0,48.0,1346.96,1572.0
1975.95,173.0,48.0,-10.0,1573.0
1976.29,174.0,48.0,-10.0,1574.0
1976.63,175.0,48.0,1355.88,1571.0
1976.84,176.0,48.0,1344.9,1578.0
1977.05,177.0,48.0,1357.59,1572.0
1977.27,178.0,48.0,1346.96,1571.0
1977.48,179.0,48.0,1355.54,1578.0
1977.69,180.0,48.0,1364.28,1573.0
1977.9,181.0,49.0,1361.54,1564.0
1978.11,180.0,49.0,1343.7,1562.0
1978.32,179.0,49.0,1351.08,1561.0
1978.54,178.0,49.0,1355.71,1556.0
1978.75,177.0,49.0,1368.91,1562.0
1978.96,176.0,49.0,1341.13,1556.0
1979.17,175.0,49.0,1343.36,1561.0
1979.38,174.0,49.0,1354.68,1559.0
1979.59,173.0,49.0,1341.82,1561.0
1979.81,172.0,49.0,1354.51,1557.0
1980.02,171.0,49.0,1337.36,1557.0
1980.23,170.0,49.0,-10.0,1558.0
1980.57,169.0,49.0,1355.02,1556.0
1980.78,168.0,49.0,1348.68,1556.0
1980.99,167.0,49.0,1343.53,1556.0
1981.2,166.0,49.0,1349.19,1551.0
1981.42,165.0,49.0,1338.56,1551.0
1981.63,164.0,49.0,-10.0,1559.0
1981.96,163.0,49.0,1372.0,1554.0
1982.18,162.0,49.0,1338.21,1553.0
1982.39,161.0,49.0,1346.79,1549.0
1982.6,160.0,49.0,1345.25,1551.0
1982.81,159.0,49.0,1350.39,1550.0
1983.02,158.0,49.0,-10.0,1549.0
1983.36,157.0,49.0,1353.82,1551.0
1983.57,156.0,49.0,1344.39,1549.0
1983.78,155.0,49.0,1342.67,1548.0
1984.0,154.0,49.0,971.72,1554.0
1984.21,153.0,49.0,1367.37,1549.0
1984.42,152.0,49.0,-10.0,1549.0
1984.76,151.0,49.0,1337.53,1548.0
1984.97,150.0,49.0,1341.3,1552.0
1985.18,149.0,49.0,1340.62,1550.0
1985.39,148.0,49.0,1345.76,1551.0
1985.6,147.0,49.0,1345.42,1548.0
1985.82,146.0,49.0,-10.0,1551.0
1986.15,145.0,49.0,1348.68,1549.0
1986.37,144.0,49.0,1346.79,1549.0
1986.58,143.0,49.0,1332.73,1553.0
1986.79,142.0,49.0,704.18,1552.0
1987.0,141.0,49.0,1350.22,1552.0
1987.21,140.0,49.0,-10.0,1547.0
1987.46,139.0,49.0,1361.02,1548.0
1987.67,138.0,49.0,-10.0,1549.0
1987.93,137.0,49.0,1359.82,1549.0
1988.14,136.0,49.0,-10.0,1547.0
1988.39,135.0,49.0,1351.25,1548.0
1988.6,134.0,49.0,-10.0,1551.0
1988.94,133.0,49.0,1336.33,1549.0
1989.15,132.0,49.0,1339.76,1548.0
1989.37,131.0,49.0,1341.3,1546.0
1989.58,130.0,49.0,716.7,1547.0
1989.79,129.0,49.0,1341.47,1542.0
1990.0,128.0,49.0,2863.19,1539.0
1990.22,127.0,49.0,1332.38,1543.0
1990.43,126.0,49.0,1342.16,1547.0
1990.64,125.0,49.0,1353.48,1547.0
1990.85,124.0,49.0,1347.3,1543.0
1991.07,123.0,49.0,713.95,1545.0
1991.27,122.0,49.0,718.24,1537.0
1991.48,121.0,49.0,699.38,1539.0
1991.69,120.0,49.0,701.44,1536.0
1991.9,119.0,49.0,715.5,1533.0
1992.11,118.0,49.0,709.5,1534.0
1992.31,117.0,49.0,696.8,1533.0
1992.52,116.0,49.0,699.03,1531.0
1992.73,115.0,49.0,700.75,1525.0
1992.94,114.0,49.0,702.46,1524.0
1993.15,113.0,49.0,692.35,1525.0
1993.35,112.0,49.0,709.15,1520.0
1993.56,111.0,49.0,698.52,1516.0
1993.77,110.0,49.0,704.52,1515.0
1993.98,109.0,49.0,697.83,1511.0
1994.19,108.0,49.0,692.0,1516.0
1994.39,107.0,49.0,692.17,1509.0
1994.6,106.0,49.0,668.16,1507.0
1994.81,105.0,49.0,692.0,1506.0
1995.02,104.0,49.0,689.09,1504.0
1995.23,103.0,49.0,692.0,1503.0
1995.43,102.0,49.0,695.95,1500.0
1995.64,101.0,49.0,683.08,1503.0
1995.85,100.0,49.0,708.81,1496.0
1996.06,99.0,49.0,700.58,1499.0
1996.27,98.0,49.0,700.58,1500.0
1996.47,97.0,49.0,700.58,1506.0
1996.68,96.0,49.0,696.12,1503.0
1996.89,95.0,49.0,716.7,1497.0
1997.1,94.0,49.0,696.46,1501.0
1997.31,93.0,49.0,700.75,1503.0
1997.51,92.0,49.0,713.44,1504.0
1997.72,91.0,49.0,704.86,1502.0
1997.93,90.0,49.0,730.59,1503.0
1998.14,89.0,49.0,687.2,1502.0
1998.35,88.0,49.0,713.95,1504.0
1998.55,87.0,49.0,1345.59,1501.0
1998.77,86.0,49.0,1337.01,1503.0
1998.98,85.0,49.0,705.89,1504.0
1999.19,84.0,49.0,1347.13,1506.0
1999.4,83.0,49.0,2843.3,1500.0
1999.62,82.0,49.0,1332.38,1506.0
1999.83,81.0,49.0,1345.42,1503.0
2000.04,80.0,49.0,1332.38,1504.0
2000.25,79.0,49.0,1342.33,1508.0
2000.46,78.0,49.0,702.98,1504.0
2000.67,77.0,49.0,1351.25,1505.0
2000.88,76.0,49.0,-10.0,1511.0
2001.22,75.0,49.0,1336.5,1512.0
2001.44,74.0,49.0,1342.33,1516.0
2001.65,73.0,49.0,1336.84,1508.0
2001.86,72.0,49.0,1332.04,1514.0
2002.07,71.0,49.0,1341.13,1522.0
2002.28,70.0,49.0,1355.36,1519.0
2002.49,69.0,49.0,1342.33,1520.0
2002.71,68.0,49.0,1345.76,1528.0
2002.92,67.0,49.0,1335.3,1529.0
2003.13,66.0,49.0,1345.93,1528.0
2003.34,65.0,49.0,1333.76,1538.0
2003.55,64.0,49.0,1342.5,1535.0
2003.77,63.0,49.0,2849.3,1530.0
2003.98,62.0,49.0,1344.56,1535.0
2004.2,61.0,49.0,1340.79,1537.0
2004.41,60.0,49.0,1336.84,1532.0
2004.62,59.0,49.0,1328.44,1538.0
2004.83,58.0,49.0,1344.9,1540.0
2005.04,57.0,49.0,1336.16,1543.0
2005.26,56.0,49.0,2833.69,1542.0
2005.48,55.0,49.0,1339.07,1545.0
2005.69,54.0,49.0,1346.96,1549.0
2005.9,53.0,49.0,1333.07,1548.0
2006.11,52.0,49.0,1337.01,1547.0
2006.32,51.0,49.0,684.63,1552.0
2006.53,50.0,49.0,1354.68,1552.0
2006.74,49.0,49.0,2843.47,1551.0
2006.96,48.0,49.0,1341.82,1553.0
2007.18,47.0,49.0,1350.39,1554.0
2007.39,46.0,49.0,1341.47,1550.0
2007.6,45.0,49.0,1333.76,1559.0
2007.81,44.0,49.0,695.78,1555.0
2008.02,43.0,49.0,1351.25,1552.0
2008.23,42.0,49.0,2830.61,1562.0
2008.45,41.0,49.0,1345.93,1554.0
2008.66,40.0,49.0,1338.04,1555.0
2008.88,39.0,49.0,1346.1,1562.0
2009.09,38.0,49.0,1338.9,1558.0
2009.3,37.0,49.0,693.89,1556.0
2009.51,36.0,49.0,1364.97,1560.0
2009.72,35.0,49.0,2826.32,1561.0
2009.94,34.0,49.0,1335.3,1564.0
2010.15,33.0,49.0,1341.3,1565.0
2010.36,32.0,49.0,1345.93,1563.0
2010.57,31.0,49.0,1345.93,1563.0
2010.79,30.0,49.0,699.21,1564.0
2010.99,29.0,49.0,1355.88,1562.0
2011.2,28.0,49.0,1728.21,1565.0
2011.42,27.0,49.0,1338.39,1570.0
2011.63,26.0,49.0,1345.93,1558.0
2011.84,25.0,49.0,1333.07,1560.0
2012.05,24.0,49.0,1345.76,1564.0
2012.27,23.0,49.0,1335.64,1563.0
2012.48,22.0,49.0,1335.64,1569.0
2012.69,21.0,49.0,1359.14,1564.0
2012.9,20.0,49.0,1337.53,1564.0
2013.11,19.0,49.0,1341.47,1561.0
2013.32,18.0,49.0,1332.9,1569.0
2013.54,17.0,49.0,1351.93,1563.0
2013.75,16.0,49.0,1341.64,1568.0
2013.96,15.0,49.0,1337.36,1560.0
2014.17,14.0,49.0,1341.82,1562.0
2014.38,13.0,49.0,1332.9,1562.0
2014.6,12.0,49.0,1346.62,1558.0
